user_id,Username,anime_id,Anime Title,rating
478366,Mayuuuu,5734.0,Tayutama: Kiss on My Deity,5.0
307197,samisey,3841.0,Chi's Sweet Home,6.0
14882,Starch,40815.0,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.0
29994,vandir,3359.0,Amatsuki,9.0
503417,vidaliveo,28171.0,Shokugeki no Souma,8.0
476277,JollyJoke,19363.0,Gin no Saji 2nd Season,7.0
640353,vireey,514.0,Cossette no Shouzou,5.0
377528,k00ke,10218.0,Berserk: Ougon Jidai-hen I - Haou no Tamago,8.0
95902,jenio,3101.0,F-Zero: Falcon Densetsu,8.0
689,dnt,1066.0,Shakugan no Shana-tan,6.0
313157,ThePrometh,20.0,Naruto,5.0
14048,DS,474.0,Macross Plus,8.0
415372,pitbullek13,21.0,One Piece,6.0
486921,nibelhe1M,20583.0,Haikyuu!!,8.0
789123,Esme,239.0,Gankutsuou,10.0
67556,Flowlance,234.0,Dan Doh!!,6.0
38316,Meiji,24893.0,Sidonia no Kishi: Daikyuu Wakusei Seneki,5.0
66067,Karlo_C,874.0,Digimon Tamers,8.0
402422,Kerato,8861.0,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",5.0
569511,Mashe,45576.0,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,6.0
559945,-Cookie-Sian-,855.0,Strawberry Panic,10.0
18441,battleknight45,33988.0,Demi-chan wa Kataritai,8.0
69741,spiderjerusalem,666.0,JoJo no Kimyou na Bouken,8.0
1097517,Zhynax,33206.0,Kobayashi-san Chi no Maid Dragon,8.0
110007,Baka_24,35363.0,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.0
384146,Mitsuko-hime,1143.0,.hack//Intermezzo,5.0
314949,Elita_Again,442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,6.0
294304,Mikasa_Ackerman,11235.0,Amagami SS+ Plus,8.0
476440,Riimu,37430.0,Tensei shitara Slime Datta Ken,8.0
17318,smoan,488.0,Ichigo Mashimaro,7.0
100662,Actar,5973.0,Fight Ippatsu! Juuden-chan!!,7.0
493705,owlskywalker,1374.0,Kyoushoku Soukou Guyver (2005),7.0
435538,Chars,5958.0,Sora no Otoshimono,7.0
937451,Escape9,32729.0,Orange,9.0
528627,Wolf48,761.0,Naruto: Akaki Yotsuba no Clover wo Sagase,8.0
548445,polonio,25015.0,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,6.0
300582,Striker33215,9982.0,Fairy Tail OVA,8.0
522705,moofy-kun,8934.0,Star Driver: Kagayaki no Takuto,9.0
488897,Nana_JnK,5252.0,One Piece: Romance Dawn Story,8.0
532029,Charly-Boy,7674.0,Bakuman.,10.0
65794,Lacry,9958.0,Hayate no Gotoku! Heaven Is a Place on Earth,8.0
611645,Patoy,38790.0,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,8.0
370805,barneyslayer,16049.0,Toaru Kagaku no Railgun S,9.0
33427,Its-A-Trap,612.0,PetoPeto-san,9.0
1062417,muppen77,11239.0,Hidamari Sketch x Honeycomb,8.0
357218,Devibar,1723.0,Clannad Movie,7.0
1057133,darkcryer,9253.0,Steins;Gate,9.0
481481,JarodShadowsong,14749.0,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,3.0
26455,kaon9029,4177.0,Bounen no Xamdou,8.0
484419,Ball20071,4078.0,Kyou no 5 no 2 Kagai Jugyou: Mizukake,7.0
456101,MegumiLamperouge,376.0,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",8.0
361738,sechan,853.0,Ouran Koukou Host Club,8.0
104909,kokohamstar,741.0,Sensitive Pornograph,8.0
338914,DeltaK317,6201.0,Princess Lover!,2.0
299997,Schr0dinger,889.0,Black Lagoon,10.0
344277,Oburi,145.0,Kareshi Kanojo no Jijou,9.0
341658,Krizalids,12729.0,High School DxD OVA,7.0
351033,borgonha,2961.0,Digimon Adventure Movie,6.0
1088667,Rimaka,23289.0,Gekkan Shoujo Nozaki-kun,8.0
7216,ragnaroks,5204.0,Kara no Kyoukai Movie 6: Boukyaku Rokuon,5.0
38481,Lolifox,3302.0,Megachu!,10.0
32474,RiddleS,9201.0,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,9.0
65053,LadyYoruichi08,1261.0,Kyattou Ninden Teyandee,10.0
1064217,cynrtst,369.0,Boogiepop wa Warawanai,8.0
81971,Genix,41226.0,Uzaki-chan wa Asobitai!,8.0
71281,animegeek4life,16694.0,Sankarea: Wagahai mo... Zombie de Aru...,6.0
18080,kazumi,199.0,Sen to Chihiro no Kamikakushi,10.0
442245,Dotu,288.0,Bakuten Shoot Beyblade,4.0
311725,etryter,431.0,Howl no Ugoku Shiro,9.0
497068,roflpanda,6325.0,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.0
396642,mysai,199.0,Sen to Chihiro no Kamikakushi,9.0
419954,Dj-Download,31588.0,All Out!!,7.0
346388,Laurine_Andersen,31174.0,Osomatsu-san,8.0
35049,gilou,186.0,Initial D Second Stage,8.0
733979,andytheloserr,5525.0,07-Ghost,6.0
547697,Demetori_rt,37520.0,Dororo,8.0
1075567,ShionKasumiga,1699.0,Romeo x Juliet,9.0
73499,luciferhawk,2418.0,Stranger: Mukou Hadan,8.0
517249,Levithan,12189.0,Hyouka,7.0
1133,BlueFoxAngel,12291.0,Acchi Kocchi,8.0
93675,Maximus,121.0,Fullmetal Alchemist,7.0
490515,Ashandarei,16353.0,Love Lab,5.0
296664,Aishou,32995.0,Yuri!!! on Ice,10.0
91396,HikaruHitachiin,5300.0,Zoku Natsume Yuujinchou,10.0
66870,Latimeriy,13161.0,Hagure Yuusha no Aesthetica,10.0
347156,9ine,134.0,Gunslinger Girl,4.0
308888,coerloyal,8917.0,Mouretsu Pirates,9.0
465583,axzie,28171.0,Shokugeki no Souma,7.0
298600,precurejunkie,2131.0,Bokusatsu Tenshi Dokuro-chan 2,4.0
467080,WhiteRedRose,123.0,Fushigi Yuugi,10.0
327507,zidane1862,1575.0,Code Geass: Hangyaku no Lelouch,9.0
29048,Guruhoro,144.0,Kanon,5.0
96960,warmaster1300,2581.0,Kidou Senshi Gundam 00,10.0
546396,TwainFoney,14353.0,Death Billiards,8.0
316996,Lenalee666,27969.0,Hana to Alice: Satsujin Jiken,6.0
370889,Cliffhanger,253.0,Jungle wa Itsumo Hare nochi Guu,8.0
1097481,serena9003,2167.0,Clannad,9.0
302829,Monii_love,150.0,Blood+,7.0
30436,sound14,5030.0,Maria†Holic,5.0
46485,piri,3656.0,Monochrome Factor,7.0
547983,skylitnoir,3230.0,Druaga no Tou: The Aegis of Uruk,7.0
834751,hinata3487,12671.0,Pokemon Movie 15: Kyurem vs. Seikenshi,6.0
81536,shoebox,834.0,Bleach: The Sealed Sword Frenzy,7.0
405,algalordvk,263.0,Hajime no Ippo,10.0
431652,sebacastroh,10218.0,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.0
25826,lady_vader01,1003.0,Aa! Megami-sama! (TV) Specials,7.0
364600,Hamelley,6811.0,InuYasha: Kanketsu-hen,10.0
47958,Lauti,3702.0,Detroit Metal City,8.0
392196,Sindrikuz,390.0,Suzuka,9.0
508254,FieryFalka,41694.0,Hataraku Saibou Black,6.0
299109,Revan_Starkiller,2131.0,Bokusatsu Tenshi Dokuro-chan 2,7.0
73941,Frei,5690.0,Nodame Cantabile: Finale,7.0
409343,Nasaniki,830.0,Sexfriend,10.0
329851,orahis,1519.0,Black Lagoon: The Second Barrage,9.0
37252,Hagaren64,9041.0,IS: Infinite Stratos,5.0
58662,Setzer,1852.0,Hidamari Sketch,7.0
409039,Beneblade,38005.0,Strike Witches: Road to Berlin,9.0
13825,BlackMagic,1051.0,Ao no 6-gou,7.0
334665,ItachiHatesYou,41457.0,86,9.0
80168,ficdogg,14513.0,Magi: The Labyrinth of Magic,8.0
502976,thiagow,3503.0,Kanokon,5.0
947845,CasualKitten,31387.0,Aru Hi Inu no Kuni kara Tegami ga Kite,7.0
446947,BaR5uk,47.0,Akira,6.0
1120745,Sanachan,50273.0,Tomodachi Game,5.0
53367,promaster,846.0,School Rumble Ni Gakki,8.0
308549,alaur,1559.0,Shijou Saikyou no Deshi Kenichi,8.0
443564,Kaitan,741.0,Sensitive Pornograph,6.0
442259,tatchan00,5734.0,Tayutama: Kiss on My Deity,6.0
537055,centuryofdreams,430.0,Fullmetal Alchemist: The Conqueror of Shamballa,7.0
455743,Mesquite,1723.0,Clannad Movie,10.0
37617,Feball3001,4186.0,Chrome Shelled Regios,8.0
989233,Demonmetall,7724.0,Shiki,8.0
1094193,Akztar,33206.0,Kobayashi-san Chi no Maid Dragon,5.0
57464,amahfouz,18679.0,Kill la Kill,8.0
402930,mahouyami,10087.0,Fate/Zero,10.0
441773,messedup,18893.0,Aoki Hagane no Arpeggio: Ars Nova,8.0
44630,Mar175,2986.0,Bamboo Blade,8.0
42069,jef,26.0,Texhnolyze,9.0
384234,Dragon1313,9587.0,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.0
421899,clarink,31722.0,Nanatsu no Taizai: Seisen no Shirushi,7.0
939987,Chinchila47,10521.0,Working'!!,8.0
424850,goldeen,39534.0,Jibaku Shounen Hanako-kun,8.0
564665,theD34D,618.0,Juubee Ninpuuchou: Ryuuhougyoku-hen,10.0
368736,Nami-ya,19671.0,Free!: FrFr - Short Movie,6.0
21734,felixC,3455.0,To LOVE-Ru,6.0
490177,yndaaa,31478.0,Bungou Stray Dogs,8.0
72766,Jitti,10497.0,Hetalia World Series Specials,6.0
322145,Kalyfka,28171.0,Shokugeki no Souma,8.0
486924,DerDingens,39030.0,Hataage! Kemono Michi,5.0
100152,Jousway,40215.0,Aggressive Retsuko (ONA) 3rd Season,9.0
457247,vlyk,6594.0,Katanagatari,10.0
78876,henta76,9252.0,Break Blade Movie 3: Kyoujin no Ato,9.0
495430,Crowsu,1669.0,Bakuten Shoot Beyblade 2002,3.0
477172,ThunderEmperor,11617.0,High School DxD,7.0
517533,marycp9,4224.0,Toradora!,10.0
378987,FrankySister,1686.0,Bleach Movie 1: Memories of Nobody,7.0
445796,NachoAlpaca,16498.0,Shingeki no Kyojin,9.0
24149,catgirllover,31115.0,Schick x Evangelion,6.0
79183,MoonlitKaitou,2768.0,CLAMP in Wonderland 2,8.0
10735,Yue-eternal,102.0,Aishiteruze Baby★★,2.0
320863,oxidonitroso88,2476.0,School Days,9.0
2680,nn0r,777.0,Hellsing Ultimate,8.0
500226,Dimmonk,30276.0,One Punch Man,8.0
8596,retardation,4192.0,Hayate no Gotoku!!,9.0
488443,HamsterOfBoo,10800.0,Chihayafuru,10.0
43787,Ectoplasm,5593.0,Dogs: Bullets & Carnage,5.0
1074345,totoro2727,83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.0
97951,nezumichan,372.0,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,10.0
29016,Vash,35712.0,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.0
11226,DarkStilleto,1566.0,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.0
705163,leosafe,13659.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,9.0
323681,Ringozoi,16512.0,Devil Survivor 2 The Animation,7.0
506410,Gonarad,60.0,Chrno Crusade,7.0
9382,Vi_olet00,400.0,Seihou Bukyou Outlaw Star,9.0
364789,IGetAround,267.0,Gungrave,7.0
308961,odejiste,21.0,One Piece,10.0
87006,New_Omega,237.0,Koukyoushihen Eureka Seven,9.0
112861,hielostar,101.0,Air,9.0
115750,ALPyron,1003.0,Aa! Megami-sama! (TV) Specials,8.0
404853,lili-chanm,417.0,Ragnarök The Animation,7.0
520325,natski,6772.0,Break Blade Movie 1: Kakusei no Toki,9.0
541053,krutx,10464.0,Seitokai no Ichizon Lv.2,8.0
501965,ThornEel,1080.0,Sentou Yousei Yukikaze,6.0
511182,Tagi,19369.0,Outbreak Company,7.0
335511,MyNameisCBC,18153.0,Kyoukai no Kanata,7.0
559855,LightYume,18115.0,Magi: The Kingdom of Magic,10.0
723443,Viktorika,1535.0,Death Note,8.0
386734,urdar34,32379.0,Berserk,7.0
551699,Marques-sama,2964.0,Blue Drop: Tenshi-tachi no Gikyoku,6.0
108091,Mojetitak,1142.0,Hachimitsu to Clover II,8.0
471525,pabblete,357.0,Bokusatsu Tenshi Dokuro-chan,7.0
406111,Muu-Miu-Mew,198.0,Speed Grapher,8.0
512355,Nefreth,14765.0,Ixion Saga DT,7.0
1124,BooKMaSTeR,19.0,Monster,10.0
53874,NDRider,4224.0,Toradora!,10.0
410168,Tomislavr7,1818.0,Claymore,5.0
1090433,lgray,5.0,Cowboy Bebop: Tengoku no Tobira,9.0
105553,Trin4719,2581.0,Kidou Senshi Gundam 00,10.0
50722,kenchan,53.0,Ai Yori Aoshi,7.0
710277,Dio07master,19429.0,Akuma no Riddle,7.0
1072811,Shinjuftw,1292.0,Afro Samurai,6.0
1115719,AngelClassEsper,528.0,Pokemon Movie 01: Mewtwo no Gyakushuu,6.0
363244,oleg_aka_djmeg,7148.0,Ladies versus Butlers!,5.0
1728,Linxmas,2006.0,Yu☆Gi☆Oh! (Movie),6.0
58625,olka169,4789.0,ef: A Tale of Melodies.,10.0
319703,Sugita,28825.0,Himouto! Umaru-chan,7.0
61588,gomu_ninguen,5168.0,Asience: Kami wa Onna no Inochi,4.0
56886,Notori,19111.0,Love Live! School Idol Project 2nd Season,8.0
23298,kchanto,3572.0,Macross F,10.0
1093083,tsukiko_prpr,16732.0,Kiniro Mosaic,8.0
92235,phoenix_kagome,8768.0,Hiyokoi,9.0
383117,Seylhin,1689.0,Byousoku 5 Centimeter,9.0
90310,CrimsonSin13,996.0,Bishoujo Senshi Sailor Moon: Sailor Stars,7.0
546782,Yuki5,12189.0,Hyouka,7.0
32611,polar7,204.0,Yumeria,10.0
488642,Sozenchi,29787.0,Gochuumon wa Usagi desu ka??,10.0
793359,uzee,9465.0,Break Blade Movie 4: Sanka no Chi,10.0
466422,wild_pistachio,4130.0,Petit Eva: Evangelion@School,7.0
96695,Benriou,400.0,Seihou Bukyou Outlaw Star,8.0
422412,Steve_Vanier,120.0,Fruits Basket,5.0
114218,Marcipanmacsek,10456.0,Kyoukaisenjou no Horizon,5.0
89093,bendomolena,1887.0,Lucky☆Star,7.0
370942,avid,8676.0,Amagami SS,8.0
528769,_uzumaki5_,9919.0,Ao no Exorcist,9.0
423848,scottyseng,25859.0,Re-Kan!,6.0
560677,ilovefeling,2144.0,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,5.0
412994,larch,2167.0,Clannad,8.0
16301,vladesko,24991.0,No Game No Life Specials,6.0
399662,SimmianPrime,52168.0,Kidou Senshi Gundam: Suisei no Majo - Prologue,8.0
32797,byi42,3712.0,Zero no Tsukaima: Princesses no Rondo,8.0
540375,Ephixia,21881.0,Sword Art Online II,10.0
428759,haxeri,9563.0,Hidamari Sketch x ☆☆☆ Specials,8.0
966707,Unknownfool,53411.0,Buddy Daddies,9.0
506049,The_Sanx,21635.0,GJ-bu@,7.0
488165,Borsh,43692.0,Gokushufudou,8.0
37376,GForce,1575.0,Code Geass: Hangyaku no Lelouch,8.0
40562,Maick,3085.0,Koharu Biyori,7.0
1097517,Zhynax,12549.0,"Dakara Boku wa, H ga Dekinai.",4.0
307264,tkmeta,11703.0,Code:Breaker,4.0
928333,Nurehaa,368.0,Bible Black,6.0
373661,Chidwan,1689.0,Byousoku 5 Centimeter,9.0
110478,fake_miria,8449.0,Togainu no Chi,7.0
34343,ilovepho,2596.0,Shinreigari,7.0
79325,Joppu,467.0,Koukaku Kidoutai: Stand Alone Complex,9.0
560171,digital-kun,2236.0,Toki wo Kakeru Shoujo,9.0
367259,Firoruru,10079.0,Hoshizora e Kakaru Hashi,5.0
1080891,rizkacrylina,245.0,Great Teacher Onizuka,10.0
506596,Gargooletz,221.0,Mezzo Forte,6.0
35957,Highlord,113.0,Uchuu no Stellvia,10.0
1105601,Pariah-,4214.0,Rosario to Vampire Capu2,6.0
472552,Bubbly,9367.0,Freezing,9.0
75591,EarthStar,52034.0,"""Oshi no Ko""",9.0
483503,RookiMooki,904.0,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,7.0
117027,mordwick,2167.0,Clannad,9.0
5501,LilPearlBaby,3615.0,Neo Angelique Abyss,8.0
455502,Poplar,10178.0,Otona Joshi no Anime Time,7.0
410184,Eridano,21.0,One Piece,10.0
420755,takureia,6746.0,Durarara!!,10.0
30111,onisan,2685.0,Tsubasa: Tokyo Revelations,8.0
296250,Himezuzu,16668.0,Kakumeiki Valvrave,7.0
1122665,nimnim123,2251.0,Baccano!,7.0
55789,iGeek,2476.0,School Days,8.0
461286,starto,25781.0,Shingeki no Kyojin: Kuinaki Sentaku,6.0
511026,shadowchronix,846.0,School Rumble Ni Gakki,8.0
327477,Rillanon,335.0,Matantei Loki Ragnarok,9.0
1090667,JXEcute,37991.0,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.0
118666,onoki,355.0,Shakugan no Shana,8.0
307671,starrysky1,32182.0,Mob Psycho 100,8.0
562493,saltop,9999.0,One Piece 3D: Mugiwara Chase,1.0
429641,max5212,37349.0,Goblin Slayer,7.0
21128,PhantomZero,3016.0,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,10.0
929529,Ennye,8074.0,Highschool of the Dead,8.0
321173,Kencen,14741.0,Chuunibyou demo Koi ga Shitai!,8.0
99731,Pontus,1747.0,Freedom,7.0
58051,bramah,5114.0,Fullmetal Alchemist: Brotherhood,10.0
565471,Kashiyuu,237.0,Koukyoushihen Eureka Seven,9.0
392222,WindyDays,24231.0,Hitsugi no Chaika: Avenging Battle,7.0
97752,silencio,1840.0,Zero no Tsukaima: Futatsuki no Kishi,7.0
362030,Frowbro,6547.0,Angel Beats!,8.0
413242,shanatos,339.0,Serial Experiments Lain,6.0
376147,Freshie,10087.0,Fate/Zero,9.0
440872,Jowisz568,7311.0,Suzumiya Haruhi no Shoushitsu,10.0
25666,wambatan,10697.0,Asa kara Zusshiri Milk Pot,5.0
1068811,NicolajK91,49596.0,Blue Lock,8.0
392264,Macross62,36094.0,Hakumei to Mikochi,6.0
21314,Asuki83,11759.0,Accel World,9.0
85213,Primox,5258.0,Hajime no Ippo: New Challenger,9.0
411235,fr3akzila,53.0,Ai Yori Aoshi,10.0
321224,mangafreakZX,940.0,Inukami!,10.0
7770,ZimP,4151.0,Mugen no Juunin,7.0
304798,sosik102,30544.0,Gakusen Toshi Asterisk,7.0
781435,danilagamma,1.0,Cowboy Bebop,8.0
438299,rakore,32.0,Neon Genesis Evangelion: The End of Evangelion,9.0
28366,Ninesisters,986.0,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,5.0
511366,Opening,72.0,Full Metal Panic? Fumoffu,9.0
496371,luffee,19647.0,Hajime no Ippo: Rising,8.0
402108,Furando,289.0,Comic Party,6.0
379983,conner985,22319.0,Tokyo Ghoul,9.0
570991,akonij,479.0,Ueki no Housoku,7.0
67170,taka,146.0,Kono Minikuku mo Utsukushii Sekai,5.0
10738,sparks,11083.0,Nurarihyon no Mago: Sennen Makyou Recaps,10.0
461373,AyuReady,2236.0,Toki wo Kakeru Shoujo,7.0
396966,ZaRkO,5630.0,Higashi no Eden,9.0
26821,FollowingShadow,2772.0,Juushin Enbu: Hero Tales,6.0
44283,ThorWar38,9513.0,Beelzebub,7.0
335532,hyperninja,846.0,School Rumble Ni Gakki,8.0
58040,auriuki,175.0,Tokyo Underground,5.0
429711,ExaltedNecrosis,66.0,Azumanga Daiou The Animation,8.0
488929,ww,47.0,Akira,8.0
360172,Yudikouzuki,2020.0,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,7.0
327691,SpitefulKitty,2175.0,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,9.0
445884,RoxyPophard,33047.0,Fate/Extra: Last Encore,7.0
350553,FredHornet,1847.0,Rec: Yurusarezarumono,9.0
1117991,-Ysabeau-,2593.0,Kara no Kyoukai Movie 1: Fukan Fuukei,10.0
19222,BlackTelomeres,1940.0,Outlanders,6.0
329733,INSANITYxxROCKS,101.0,Air,8.0
82211,Where,2904.0,Code Geass: Hangyaku no Lelouch R2,8.0
409265,ToasterKoishi,10495.0,Yuru Yuri,7.0
317077,Solaris23,20899.0,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,9.0
25472,nomnico,469.0,Karin,7.0
384116,flpweee,145.0,Kareshi Kanojo no Jijou,8.0
426244,sharmine1997,6586.0,Yume-iro Pâtissière,9.0
401694,Moe_Moe_Mafuyu,3958.0,Kannagi,7.0
344456,MoroNoKimi,19195.0,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.0
36336,_EndeR_,7590.0,Mayoi Neko Overrun!,6.0
338646,anbc1994,9213.0,Kowarekake no Orgel,8.0
55680,AnimeHolic,1689.0,Byousoku 5 Centimeter,6.0
104334,SakuraMai,2924.0,ef: A Tale of Memories.,10.0
1088271,stagnant,2759.0,Evangelion: 1.0 You Are (Not) Alone,10.0
465427,slavit,21809.0,Kenzen Robo Daimidaler,3.0
26437,sasxxx,43.0,Koukaku Kidoutai,8.0
442222,Lain123,32947.0,Battery,4.0
14326,droesk,2335.0,Kenyuu Densetsu Yaiba,4.0
544035,Mircea,30.0,Neon Genesis Evangelion,8.0
512317,diego-killer,26441.0,Junketsu no Maria,8.0
296744,LucifersBride,15729.0,Hagure Yuusha no Aesthetica: Hajirai Ippai,6.0
